ntaname,prediction_time,prob_active_noise_next_2h,prob_active_complaints_next_2h,prob_high_traffic_volume_next_2h,prob_active_subway_ridership_next_2h,prob_active_subway_transfers_next_2h,crime_last_7d,crashes_last_7d,persons_injured_last_7d,pedestrians_injured_last_7d,cyclists_injured_last_7d,noise_last_24h,complaints_last_24h,subway_ridership_last_24h,traffic_volume_last_24h,temp_f,precip_prob,wind_mph,weather_main,hour,day_of_week,is_weekend,bluesky_noise_signal,bluesky_traffic_signal,bluesky_crowding_signal,bluesky_transit_signal,bluesky_event_signal,bluesky_safety_signal,bluesky_negative_signal,bluesky_post_count,nearby_events_count,nearby_event_titles,nearby_event_types,has_major_event,latitude,longitude
Kensington,2026-06-03 01:00:00,0.1371683644918913,0.1040256801952451,0.2113998709026996,0.0001033601550465,0.0010112670457775,17.0,0.0,0.0,0.0,0.0,6.0,66.0,10145.0,3746.0,64.96,0,8.12,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.64113614773151,-73.97605175192675
Jamaica Hills-Briarwood,2026-06-03 01:00:00,0.1484067812225475,0.1028012506964295,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,3.0,27.0,0.0,0.0,63.05,0,6.53,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,The Governors Ball Music Festival,Music,1,40.71188705889247,-73.80885602489337
Cambria Heights,2026-06-03 01:00:00,0.1567903154046158,0.0736153466682366,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,62.17,0,6.15,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.69434253461091,-73.73555303959209
Canarsie,2026-06-03 01:00:00,0.2752728536048487,0.1326225003502965,0.0,0.0004317303701407,0.0016308347228094,87.0,0.0,0.0,0.0,0.0,18.0,95.0,11895.0,0.0,64.8,0,7.76,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.63935391976895,-73.90146148865637
Canarsie Park & Pier,2026-06-03 01:00:00,0.1415935879701409,0.0529271065611739,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.72,0,8.19,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.63003338864076,-73.88930739734677
Carroll Gardens-Cobble Hill-Gowanus-Red Hook,2026-06-03 01:00:00,0.2526077618908854,0.1810321891004566,0.3327992010676123,8.045574231535826e-05,0.0005663608602183,63.0,0.0,0.0,0.0,0.0,21.0,93.0,23823.0,6236.0,65.17,0,6.93,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"That's Messed Up LIVE!, Liza Treyger Presents Show and Tell, The Bell House Stand Up Showcase",Arts & Theatre,0,40.67812281700524,-74.00006508307055
Castle Hill-Unionport,2026-06-03 01:00:00,0.1729966642172727,0.0830630353458312,0.0,0.0001033601550465,0.0010112670457775,36.0,0.0,0.0,0.0,0.0,6.0,37.0,9209.0,0.0,64.4,0,4.25,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.82453229134121,-73.84869139825979
Central Park,2026-06-03 01:00:00,0.1791588189198167,0.0869058863617852,0.0901192284305935,0.0154188246720148,0.1664782354532068,16.0,0.0,0.0,0.0,0.0,2.0,17.0,43338.0,3102.0,65.16,0,4.83,Clouds,1,2,0,0.0,0.25,0.5,0.25,0.5,0.75,0.0,4.0,10,"Little Shop of Horrors, Little Shop Of Horrors, Madonna in Conversation + Film Premiere: Confessions II","Arts & Theatre, Music, Undefined",1,40.78247534175503,-73.96555762198852
Chelsea-Hudson Yards,2026-06-03 01:00:00,0.2479663294819555,0.1520721077192965,0.0,0.0751686751675552,0.0565573754359824,126.0,0.0,0.0,0.0,0.0,27.0,140.0,112661.0,0.0,65.19,0,5.23,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"Schmigadoon!, Moulin Rouge, Six: The Musical","Arts & Theatre, Undefined",0,40.749383898368265,-74.00114923932612
Chinatown-Two Bridges,2026-06-03 01:00:00,0.2035961890328978,0.1342518473667939,0.3052726162453726,8.045574231535826e-05,0.0005663608602183,48.0,0.0,0.0,0.0,0.0,15.0,43.0,12729.0,8534.0,65.12,0,6.49,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"Turnpike Troubadours, The Banksy Museum New York!, Kings & Constables | Homebase | Blindspot | Fallow Days","Music, Arts & Theatre",1,40.71285854781316,-73.99366353199929
Claremont Village-Claremont (East),2026-06-03 01:00:00,0.3494817814332301,0.1529042184495597,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,27.0,42.0,0.0,0.0,64.38,0,4.0,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.83757705258356,-73.90353522267513
Clinton Hill,2026-06-03 01:00:00,0.1438566903642404,0.1502173275517953,0.2850539040895893,8.045574231535826e-05,0.0005358028758276,18.0,0.0,0.0,0.0,0.0,6.0,64.0,14482.0,8164.0,64.99,0,7.09,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"Trap Karaoke: Brooklyn, Carin Leon - De Sonora Para El Mundo Tour 2026, Lunar Sway by Nick Butler","Music, Film, Miscellaneous",1,40.68899906679617,-73.96446222175878
Co-op City,2026-06-03 01:00:00,0.1434674855496994,0.0859765743260131,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,63.45,0,3.4,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.87231400729901,-73.82627383908212
College Point,2026-06-03 01:00:00,0.1371404447947211,0.1396414805962852,0.3302727705811279,0.0,0.0,29.0,0.0,0.0,0.0,0.0,11.0,43.0,0.0,7634.0,64.51,0,5.14,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.782601349280895,-73.83988929907188
Calvert Vaux Park,2026-06-03 01:00:00,0.1415935879701409,0.0529271065611739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.78,0,8.86,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"Brooklyn FC vs. Portland Hearts of Pine, Brooklyn Cyclones vs. Frederick Keys, Brooklyn FC vs. Tampa Bay Rowdies","Undefined, Sports",1,40.58435331368319,-73.99408639286835
Concourse-Concourse Village,2026-06-03 01:00:00,0.3237460389571013,0.1718924879368227,0.0,0.0001644507140461,0.0032607457030524,133.0,0.0,0.0,0.0,0.0,44.0,124.0,23449.0,0.0,64.51,0,4.0,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"New York Yankees v. Boston Red Sox * Premium Seating *, New York Yankees vs. Boston Red Sox, Pinstripe Pass * New York Yankees v. Boston Red Sox",Sports,1,40.82674835223223,-73.92172382060485
Corona,2026-06-03 01:00:00,0.2290545413962377,0.0998053227189989,0.0,8.045574231535826e-05,0.0005663608602183,60.0,0.0,0.0,0.0,0.0,15.0,48.0,17953.0,0.0,64.9,0,5.61,Clouds,1,2,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,10,"New York Mets vs. St. Louis Cardinals, New York Mets vs St. Louis Cardinals: Mets Soccer Jersey, NYNJ WC26 Queens Match Viewing: MEX V RSA","Sports, Music",1,40.743241396589134,-73.85928416264883
Crotona Park,2026-06-03 01:00:00,0.1415935879701409,0.0529271065611739,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.38,0,4.0,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.83854953598659,-73.89498672847301
Crotona Park East,2026-06-03 01:00:00,0.2559666724422156,0.1175137789749694,0.0,8.045574231535826e-05,0.0005358028758276,60.0,0.0,0.0,0.0,0.0,29.0,78.0,6192.0,0.0,64.38,0,4.14,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.83214194106768,-73.88869790799265
Crown Heights (North),2026-06-03 01:00:00,0.2836505312204072,0.1284701369089564,0.0,8.045574231535826e-05,0.0005358028758276,161.0,0.0,0.0,0.0,0.0,42.0,102.0,1455.0,0.0,64.85,0,7.18,Clouds,1,2,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,10,"BrownstoneJAZZ FEST CONCERT SERIES, BrownstoneJAZZ  SUNDAY AFTER BRUNCH TRIO, BrownstoneJAZZ SUNDAY AFTER BRUNCH TRIO",Music,1,40.67386402175137,-73.94189650580053
Crown Heights (South),2026-06-03 01:00:00,0.2695729732863066,0.1588485292592119,0.174468892417613,0.0001335871401219,0.0016254122413875,64.0,0.0,0.0,0.0,0.0,33.0,90.0,22910.0,8707.0,64.8,0,7.18,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.66674603830062,-73.94600988476118
Cunningham Park,2026-06-03 01:00:00,0.1411425901092053,0.0523088167123767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,62.6,0,5.97,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.733945570874944,-73.76881095655551
Cypress Hills,2026-06-03 01:00:00,0.2343585386847225,0.1467479047131391,0.0,8.045574231535826e-05,0.0005358028758276,41.0,0.0,0.0,0.0,0.0,28.0,75.0,4351.0,0.0,64.6,0,7.18,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.68253478524873,-73.88205951131805
Douglaston-Little Neck,2026-06-03 01:00:00,0.1267686710139955,0.0707027019332224,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,24.0,0.0,0.0,62.26,0,5.46,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.76369075299785,-73.73688860736381
Downtown Brooklyn-DUMBO-Boerum Hill,2026-06-03 01:00:00,0.2641992779495457,0.2012606362448014,0.0030245983950607,0.0152268451933855,0.0434153371332635,149.0,0.0,0.0,0.0,0.0,35.0,124.0,76213.0,2994.0,64.96,0,6.49,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"Trap Karaoke: Brooklyn, Lunar Sway by Nick Butler, Junior Toots - Pressure Drop - A Tribute to Toots & The Maytals","Music, Film",1,40.694900950554036,-73.98583049960065
Dyker Beach Park,2026-06-03 01:00:00,0.1415935879701409,0.0529271065611739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.71,0,7.96,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.61115189794771,-74.01893314496151
Dyker Heights,2026-06-03 01:00:00,0.1704064164584381,0.1217983619704772,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,4.0,42.0,0.0,0.0,64.78,0,7.96,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.62396383405299,-74.01084491679197
East Elmhurst,2026-06-03 01:00:00,0.247618779431141,0.2642025485839271,0.1540587818524213,0.0,0.0,21.0,0.0,0.0,0.0,0.0,21.0,67.0,0.0,3369.0,64.63,0,5.59,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.76407537614569,-73.87220316228267
Coney Island-Sea Gate,2026-06-03 01:00:00,0.2424129285739047,0.1085258956472558,0.0,8.045574231535826e-05,0.0005663608602183,93.0,0.0,0.0,0.0,0.0,25.0,58.0,19561.0,0.0,64.71,0,8.86,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"Brooklyn FC vs. Portland Hearts of Pine, Brooklyn Cyclones vs. Frederick Keys, Brooklyn FC vs. Tampa Bay Rowdies","Undefined, Sports",1,40.57696549297567,-73.98796579852429
Calvary & Mount Zion Cemeteries,2026-06-03 01:00:00,0.1415935879701409,0.0529271065611739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8,0,6.06,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.73429611700126,-73.91137512386008
Bushwick (West),2026-06-03 01:00:00,0.3260949811636521,0.1078921431633412,0.2410363309541189,8.045574231535826e-05,0.0009945274905787,68.0,0.0,0.0,0.0,0.0,53.0,119.0,18144.0,2196.0,64.96,0,6.64,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,"Neoni, The Giraffes  Final Show  D'NT, Josh Taggart, Aaron C. Lazar, ALEGRIA PRIDE 2026 - ALEGRIA+WOW+VIVA+SUNRISE","Music, Miscellaneous",1,40.70099627173924,-73.92527048185774
Bushwick (East),2026-06-03 01:00:00,0.2397922394551386,0.1281407761308896,0.2169135943329574,0.0003877999910367,0.0231850011433644,77.0,0.0,0.0,0.0,0.0,12.0,62.0,22826.0,3086.0,64.81,0,6.64,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,"Sister Wife Sex Strike , Baby Bugs, Elliot Lee",Music,1,40.69124535883863,-73.9129660888804
Alley Pond Park,2026-06-03 01:00:00,0.1415935879701409,0.0534352820878299,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.46,0,5.46,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.75221788721762,-73.74555554488235
Annadale-Huguenot-Prince's Bay-Woodrow,2026-06-03 01:00:00,0.1569743588725231,0.1027503921626422,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,7.0,35.0,0.0,0.0,62.98,0,6.44,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.52839389241845,-74.19804059063435
Arden Heights-Rossville,2026-06-03 01:00:00,0.1111971878380721,0.0716743013241456,0.0055038942854472,0.0,0.0,16.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0,3569.0,62.92,0,6.31,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.55264228049005,-74.19690160622868
Astoria (Central),2026-06-03 01:00:00,0.1812311950415023,0.1438540010334954,0.1931660034591245,0.0001033601550465,0.0010112670457775,38.0,0.0,0.0,0.0,0.0,15.0,101.0,18599.0,5241.0,64.83,0,5.55,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,"Green Velvet, Elefante (18+)",Music,1,40.76428459754965,-73.92305675300703
Astoria (East)-Woodside (North),2026-06-03 01:00:00,0.1947801968133796,0.0818327553198591,0.0,8.045574231535826e-05,0.0005663608602183,51.0,0.0,0.0,0.0,0.0,9.0,43.0,15624.0,0.0,64.8,0,5.55,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.75955851608279,-73.91031290302656
Astoria (North)-Ditmars-Steinway,2026-06-03 01:00:00,0.1962261122689815,0.1055307609696244,0.0,0.0001335871401219,0.0008784528356341,31.0,0.0,0.0,0.0,0.0,15.0,60.0,20130.0,0.0,64.85,0,5.03,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.777409364747925,-73.9052569500024
Astoria Park,2026-06-03 01:00:00,0.1404388374496688,0.0517860057807843,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,64.92,0,5.03,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Green Velvet,Music,1,40.77855892134259,-73.92307958953958
Auburndale,2026-06-03 01:00:00,0.132627608310639,0.080685810814783,0.0980718920384225,0.0,0.0,18.0,0.0,0.0,0.0,0.0,5.0,31.0,0.0,1784.0,62.87,0,5.59,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.75525893920543,-73.78600466516534
Baisley Park,2026-06-03 01:00:00,0.1720615851984662,0.1117307509788883,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,9.0,61.0,0.0,0.0,63.05,0,6.89,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.679533932084325,-73.78990867319918
Barren Island-Floyd Bennett Field,2026-06-03 01:00:00,0.1415935879701409,0.0529271065611739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.67,0,8.66,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.593192762588814,-73.89185104931708
Bath Beach,2026-06-03 01:00:00,0.1689187457597196,0.1212599664144307,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,3.0,76.0,0.0,0.0,64.81,0,8.37,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.604260715421724,-74.00748286573042
Bay Ridge,2026-06-03 01:00:00,0.175962425301783,0.1560003133912498,0.2628465491188049,0.0001644507140461,0.0032607457030524,51.0,0.0,0.0,0.0,0.0,20.0,133.0,18069.0,4068.0,65.3,0,7.72,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.62667331957081,-74.02992702335227
Bay Terrace-Clearview,2026-06-03 01:00:00,0.1172152077494228,0.0526250285755563,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,0.0,63.36,0,5.21,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.78186136778686,-73.78757862756008
Bayside,2026-06-03 01:00:00,0.1544353988829441,0.1013852546815756,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,7.0,38.0,0.0,0.0,62.78,0,5.59,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.76176345411475,-73.76759812805498
Bedford Park,2026-06-03 01:00:00,0.2529225336125624,0.0975216292686647,0.0,0.0002422132665524,0.003437253293103,75.0,0.0,0.0,0.0,0.0,24.0,67.0,10903.0,0.0,63.81,0,3.22,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"Elite Stars Dance Academy 2.0, Elite Dance Stars 3.0, Dance Theatre of Harlem","Arts & Theatre, Music, Sports",1,40.87356346720552,-73.89079074069824
Bedford-Stuyvesant (East),2026-06-03 01:00:00,0.2421730079292999,0.1540499330669283,0.1265209190742142,0.0002422132665524,0.0162800487530627,121.0,0.0,0.0,0.0,0.0,41.0,145.0,32235.0,8682.0,64.9,0,7.18,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"BrownstoneJAZZ FEST CONCERT SERIES, BrownstoneJAZZ  SUNDAY AFTER BRUNCH TRIO, BrownstoneJAZZ SUNDAY AFTER BRUNCH TRIO",Music,1,40.68662210171457,-73.93179256001915
Bedford-Stuyvesant (West),2026-06-03 01:00:00,0.4098834391969776,0.2368010783769554,0.2477020074900296,0.0001033601550465,0.002916028627163,148.0,1.0,0.0,0.0,0.0,50.0,152.0,32588.0,7736.0,64.99,0,7.18,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"BrownstoneJAZZ FEST CONCERT SERIES, BrownstoneJAZZ  SUNDAY AFTER BRUNCH TRIO, BrownstoneJAZZ SUNDAY AFTER BRUNCH TRIO",Music,1,40.68895769315227,-73.95100179887717
Bellerose,2026-06-03 01:00:00,0.1371379051636914,0.0901537125842639,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,5.0,23.0,0.0,0.0,62.08,0,5.79,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.73549314990035,-73.72669153658954
Belmont,2026-06-03 01:00:00,0.2876507547302553,0.2255437829971726,0.0025243885499344,0.0,0.0,68.0,0.0,0.0,0.0,0.0,22.0,47.0,0.0,6523.0,64.15,0,3.67,Clouds,1,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6,"Fordham Rams Football vs. Colgate University Raiders Football, Fordham Rams Football vs. Stony Brook Seawolves Football, Fordham Rams Football vs. Richmond Spiders Football",Sports,1,40.85760744708011,-73.88705264166347
Bensonhurst,2026-06-03 01:00:00,0.3025860435462411,0.1341227364433004,0.0,0.0001033601550465,0.0010112670457775,52.0,0.0,0.0,0.0,0.0,43.0,122.0,17379.0,0.0,64.87,0,8.52,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,40.61326551279408,-73.99326541759743
Borough Park,2026-06-03 01:00:00,0.1706331537236651,0.1492350813196457,0.2114764678148425,0.0012584992275021,0.0015563650909736,37.0,0.0,0.0,0.0,0.0,0.0,50.0,9243.0,7529.0,64.89,0,8.12,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.63293617403295,-73.98954494812249
Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,2026-06-03 01:00:00,0.290817879369352,0.2409199251542078,0.0,8.045574231535826e-05,0.0005358028758276,18.0,0.0,0.0,0.0,0.0,17.0,30.0,1070.0,0.0,64.47,0,8.86,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.57818721984005,-73.86053283604481
Brighton Beach,2026-06-03 01:00:00,0.215392103106363,0.091421889646489,0.0,8.045574231535826e-05,0.0005358028758276,36.0,0.0,0.0,0.0,0.0,12.0,38.0,10312.0,0.0,64.78,0,8.97,Clear,1,2,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0,0,0,0,40.579075733549026,-73.96069396334677
Bronx Park,2026-06-03 01:00:00,0.1521279482215746,0.0558566910180063,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,64.26,0,3.67,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,"Fordham Rams Football vs. Colgate University Raiders Football, Fordham Rams Football vs. Stony Brook Seawolves Football, Fordham Rams Football vs. Richmond Spiders Football",Sports,1,40.85783459507254,-73.87549827592643
Brooklyn Heights,2026-06-03 01:00:00,0.1414432117724555,0.075229999804543,0.0429324001596802,8.045574231535826e-05,0.0005358028758276,20.0,0.0,0.0,0.0,0.0,0.0,29.0,5486.0,2088.0,64.96,0,6.49,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"Trap Karaoke: Brooklyn, Turnpike Troubadours, Lunar Sway by Nick Butler","Music, Film",1,40.69546575527299,-73.99483017039945
Brooklyn Navy Yard,2026-06-03 01:00:00,0.1204785292647249,0.0539804152070421,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,65.12,0,6.49,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"Trap Karaoke: Brooklyn, Lunar Sway by Nick Butler, Junior Toots - Pressure Drop - A Tribute to Toots & The Maytals","Music, Film",1,40.701263639039446,-73.97166149534853
Brownsville,2026-06-03 01:00:00,0.2002938844230244,0.1082762324533377,0.0,0.0017097249916272,0.0193936396356625,150.0,0.0,0.0,0.0,0.0,23.0,65.0,18063.0,0.0,64.85,0,7.76,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.66404748186369,-73.90952233224384
East Flatbush-Erasmus,2026-06-03 01:00:00,0.234585026005915,0.1022614549596754,0.0,8.045574231535826e-05,0.0005663608602183,75.0,0.0,0.0,0.0,0.0,11.0,67.0,10378.0,0.0,64.89,0,7.72,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"Kevin Langue, The Avett Brothers w/ Mike Patton, Jill Scott - To Whom This May Concern Tour","Arts & Theatre, Music, Undefined",1,40.648551749625604,-73.9501383490162
John F. Kennedy International Airport,2026-06-03 01:00:00,0.1414501746073601,0.0485774656444061,0.0,8.045574231535826e-05,0.0005358028758276,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3209.0,0.0,62.89,0,7.34,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.64697636207674,-73.78657060137844
East Flatbush-Farragut,2026-06-03 01:00:00,0.1801835958397566,0.1031449300191588,0.0,8.045574231535826e-05,0.0005358028758276,48.0,0.0,0.0,0.0,0.0,2.0,32.0,5501.0,0.0,64.94,0,8.19,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.639146485367505,-73.93763682371525
