ntaname,prediction_time,prob_active_noise_next_2h,prob_active_complaints_next_2h,prob_high_traffic_volume_next_2h,prob_active_subway_ridership_next_2h,prob_active_subway_transfers_next_2h,crime_last_7d,crashes_last_7d,persons_injured_last_7d,pedestrians_injured_last_7d,cyclists_injured_last_7d,noise_last_24h,complaints_last_24h,subway_ridership_last_24h,traffic_volume_last_24h,temp_f,precip_prob,wind_mph,weather_main,hour,day_of_week,is_weekend,bluesky_noise_signal,bluesky_traffic_signal,bluesky_crowding_signal,bluesky_transit_signal,bluesky_event_signal,bluesky_safety_signal,bluesky_negative_signal,bluesky_post_count,nearby_events_count,nearby_event_titles,nearby_event_types,has_major_event,latitude,longitude
East Flatbush-Rugby,2026-06-03 01:00:00,0.196902115778274,0.2048235356961329,0.0915892146496746,0.0,0.0,43.0,0.0,0.0,0.0,0.0,11.0,49.0,0.0,5865.0,64.9,0,7.72,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.651547410935976,-73.92975294141327
Grasmere-Arrochar-South Beach-Dongan Hills,2026-06-03 01:00:00,0.245019905432813,0.1776883245142474,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,17.0,56.0,0.0,0.0,64.31,0,7.76,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.59354087290568,-74.0812732129795
Gravesend (East)-Homecrest,2026-06-03 01:00:00,0.1414657484008792,0.1069081578146379,0.0,8.045574231535826e-05,0.0005358028758276,37.0,0.0,0.0,0.0,0.0,3.0,58.0,2861.0,0.0,64.92,0,8.52,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.59908294084061,-73.96586901630528
Gravesend (South),2026-06-03 01:00:00,0.1335843664088572,0.0781671284274479,0.0,8.045574231535826e-05,0.0005358028758276,25.0,0.0,0.0,0.0,0.0,4.0,28.0,4215.0,0.0,64.85,0,8.86,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"Brooklyn FC vs. Portland Hearts of Pine, Brooklyn Cyclones vs. Frederick Keys, Brooklyn FC vs. Tampa Bay Rowdies","Undefined, Sports",1,40.587978164152986,-73.97795999267433
Gravesend (West),2026-06-03 01:00:00,0.1991353989054322,0.1172316313974158,0.0,0.0003877999910367,0.0021587528841573,26.0,0.0,0.0,0.0,0.0,5.0,82.0,16182.0,0.0,64.9,0,8.52,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.599292977774226,-73.98573258146591
Great Kills-Eltingville,2026-06-03 01:00:00,0.1587958761034601,0.0951890578012967,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,5.0,43.0,0.0,0.0,63.23,0,7.34,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.55025595216132,-74.15497114415784
Greenpoint,2026-06-03 01:00:00,0.1735000489656289,0.182434820122179,0.3206796986154833,8.045574231535826e-05,0.0005358028758276,23.0,0.0,0.0,0.0,0.0,18.0,97.0,17633.0,12338.0,65.16,0,6.02,Clouds,1,2,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,10,"Chris Lake, Tumua: Das' How Tour, VIP Bowling Lane Add On - Dustbowl Revival - Not a Concert Ticket","Music, Arts & Theatre, Miscellaneous",1,40.72950009145742,-73.94951677502294
Greenwich Village,2026-06-03 01:00:00,0.1831981140870823,0.1042618372213133,0.0,0.0069751372783525,0.0282508928118018,43.0,0.0,0.0,0.0,0.0,15.0,37.0,52636.0,0.0,65.39,0,5.79,Clouds,1,2,0,0.25,0.0,0.5,0.5,0.25,0.5,0.0,4.0,10,"GIRL INTERRUPED, KENREX: A True Crime Thriller, CALVIN LECOMPTE","Undefined, Music, Arts & Theatre",1,40.730681767674945,-73.9956830651709
Hamilton Heights-Sugar Hill,2026-06-03 01:00:00,0.3266698637377326,0.138583938845995,0.0,8.045574231535826e-05,0.0009945274905787,64.0,0.0,0.0,0.0,0.0,49.0,127.0,17931.0,0.0,64.94,0,3.89,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,"Columbia Lions Football vs. Lafayette College Leopards Football, Columbia Lions Football vs. Princeton Tigers Football, Columbia Lions Football vs. Dartmouth Big Green Football",Sports,1,40.82702013928443,-73.94846494247058
Harlem (North),2026-06-03 01:00:00,0.4411168689337424,0.1472537822206045,0.2915460528645961,8.045574231535826e-05,0.0005358028758276,149.0,0.0,0.0,0.0,0.0,48.0,142.0,8668.0,18707.0,64.69,0,4.41,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"New York Yankees v. Boston Red Sox * Premium Seating *, New York Yankees vs. Boston Red Sox, Pinstripe Pass * New York Yankees v. Boston Red Sox",Sports,1,40.81892832327028,-73.9409074472163
Harlem (South),2026-06-03 01:00:00,0.2491672568762523,0.1268595176437236,0.1047233716559425,0.0004317303701407,0.0259216735718709,123.0,0.0,0.0,0.0,0.0,29.0,105.0,36078.0,5782.0,64.76,0,4.41,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,"TEDxHarlem: A State of Mind					, Apollo Presents: A Visible Life, Apollo Works in Process: A Little Light					","Miscellaneous, Arts & Theatre, Sports",1,40.804332113097075,-73.95130037686552
Hell's Kitchen,2026-06-03 01:00:00,0.2662345585203443,0.1056305261962248,0.0,8.045574231535826e-05,0.0371001172567451,129.0,0.0,0.0,0.0,0.0,22.0,79.0,18728.0,0.0,64.98,0,5.37,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"Heathers: The Musical, Jamie Allan's Amaze, The 25th Annual Putnam County Spelling Bee","Arts & Theatre, Miscellaneous, Undefined",0,40.76416931190388,-73.99239985928301
Highbridge,2026-06-03 01:00:00,0.3103556601233214,0.1411620373322464,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,19.0,76.0,0.0,0.0,64.47,0,4.0,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"New York Yankees v. Boston Red Sox * Premium Seating *, New York Yankees vs. Boston Red Sox, Pinstripe Pass * New York Yankees v. Boston Red Sox","Sports, Arts & Theatre",1,40.836858503163164,-73.92776229631757
Gramercy,2026-06-03 01:00:00,0.1608019692577922,0.0924847259488984,0.0,0.0046819340553345,0.1175974986853801,41.0,0.0,0.0,0.0,0.0,7.0,67.0,21331.0,0.0,65.14,0,5.93,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"Austin Nasso, GIRL INTERRUPED, STEELY DAN Revue: KING OF THE WORLD Playing Steely Dan's Greatest Hits","Arts & Theatre, Undefined, Music",1,40.736824733767484,-73.98405358883721
Highbridge Park,2026-06-03 01:00:00,0.1426191747342809,0.0534352820878299,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.78,0,3.38,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,"Elmo's Got the Moves, Myriam Hernandez - Tauro Usa Tour 2026, EL LAPIZ CONCIENTE","Arts & Theatre, Music",1,40.84660097510624,-73.93023044838188
Highland Park-Cypress Hills Cemeteries (South),2026-06-03 01:00:00,0.141464424213809,0.0522941813074403,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,64.58,0,7.18,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.689495151948066,-73.87770188682772
Hollis,2026-06-03 01:00:00,0.1676978943021344,0.1025394756508402,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,62.64,0,6.42,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.71186513794052,-73.76211302437532
Holy Cross Cemetery,2026-06-03 01:00:00,0.1415935879701409,0.0529271065611739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.94,0,8.19,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"Kevin Langue, The Avett Brothers w/ Mike Patton, Jill Scott - To Whom This May Concern Tour","Arts & Theatre, Music, Undefined",1,40.64698065787098,-73.9382530804924
Howard Beach-Lindenwood,2026-06-03 01:00:00,0.1345886544351025,0.1224558625105504,0.180793439268534,0.0,0.0,20.0,0.0,0.0,0.0,0.0,11.0,27.0,0.0,7745.0,64.45,0,7.63,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.66003740938891,-73.84404305771007
Hunts Point,2026-06-03 01:00:00,0.1625297768798007,0.099654411203431,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,4.0,30.0,0.0,0.0,64.6,0,4.61,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.810863620637726,-73.88497795649475
Hutchinson Metro Center,2026-06-03 01:00:00,0.142738259339257,0.0522941813074403,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,63.66,0,3.8,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.8494767710787,-73.83871550049084
Inwood,2026-06-03 01:00:00,0.2144083628096243,0.1023711826534433,0.0023497511427107,0.0001644507140461,0.0032607457030524,45.0,0.0,0.0,0.0,0.0,20.0,60.0,12596.0,659.0,64.29,0,3.51,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.86604743214226,-73.91932398685421
Inwood Hill Park,2026-06-03 01:00:00,0.1404388374496688,0.0517860057807843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,64.29,0,3.51,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.87237805800742,-73.92434254209871
Jackson Heights,2026-06-03 01:00:00,0.2322427652898988,0.1805975254581789,0.262840227516764,0.0001033601550465,0.0010112670457775,87.0,0.0,0.0,0.0,0.0,27.0,97.0,28268.0,12609.0,64.67,0,5.59,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.75551929156006,-73.88634492146382
Jacob Riis Park-Fort Tilden-Breezy Point Tip,2026-06-03 01:00:00,0.1415935879701409,0.0529271065611739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.51,0,8.95,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.558582535048515,-73.90411954963749
Jamaica,2026-06-03 01:00:00,0.222411052299119,0.1775126489426809,0.0,0.0453433669457822,0.3134427905726182,195.0,0.0,0.0,0.0,0.0,17.0,70.0,45684.0,0.0,63.01,0,6.53,Clear,1,2,0,0.0,0.0,0.25,1.0,0.25,0.5,0.25,4.0,0,0,0,0,40.704021466817494,-73.79558131942005
Jamaica Estates-Holliswood,2026-06-03 01:00:00,0.1305046849825032,0.0744705481454625,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,3.0,26.0,0.0,0.0,62.47,0,5.97,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"NYCFC II vs. Carolina Core FC, NYCFC II vs. Chattanooga FC, NYCFC II vs. Philadelphia Union II",Sports,1,40.72073243345947,-73.77760990285786
Highland Park-Cypress Hills Cemeteries (North),2026-06-03 01:00:00,0.1404388374496688,0.0517860057807843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,64.38,0,7.18,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.693094939763135,-73.88549859344081
Glendale,2026-06-03 01:00:00,0.2893588613829722,0.2336383851085113,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,18.0,72.0,0.0,0.0,64.38,0,6.64,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.70353749853839,-73.87574412683752
Glen Oaks-Floral Park-New Hyde Park,2026-06-03 01:00:00,0.1507970150112645,0.0588210859010925,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,61.86,0,5.41,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.74595264522406,-73.71096208931873
Freshkills Park (South),2026-06-03 01:00:00,0.1415935879701409,0.0529271065611739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.37,0,6.11,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.56807561763183,-74.1976008186957
East Flushing,2026-06-03 01:00:00,0.149070292515569,0.123387256046725,0.3837393708088124,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,6726.0,63.59,0,5.61,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.75380355673762,-73.80806548601164
East Harlem (North),2026-06-03 01:00:00,0.2938569636849074,0.2011619914122952,0.0908122230224687,0.0099771662932085,0.1769177476183609,137.0,0.0,0.0,0.0,0.0,27.0,94.0,21506.0,1341.0,64.8,0,4.41,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"TEDxHarlem: A State of Mind					, NYCFC II vs. Chattanooga FC, Apollo Presents: A Visible Life","Miscellaneous, Sports, Arts & Theatre",1,40.80161321628587,-73.93743770934988
East Harlem (South),2026-06-03 01:00:00,0.24449175148882,0.1615774319454648,0.008402959996787,8.045574231535826e-05,0.0010250854749693,91.0,0.0,0.0,0.0,0.0,22.0,75.0,25872.0,478.0,64.92,0,4.94,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,NJ/NY Gotham FC vs. Seattle Reign FC,Sports,1,40.79001012735327,-73.94575046765284
East Midtown-Turtle Bay,2026-06-03 01:00:00,0.2128802054930824,0.0813587882114294,0.0,0.0577867537927979,0.0524503133070414,42.0,0.0,0.0,0.0,0.0,4.0,45.0,138411.0,0.0,65.05,0,5.37,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"The Fear of 13, Maybe Happy Ending, The Town Hall Presents Kierra Sheard-Kelly: The Princess of Gospel","Arts & Theatre, Music",1,40.756133642167654,-73.96850295972062
East New York (North),2026-06-03 01:00:00,0.1849010216081905,0.1030305713941963,0.0,0.0004317303701407,0.0016308347228094,122.0,0.0,0.0,0.0,0.0,7.0,73.0,4941.0,0.0,64.67,0,7.18,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.67248490217417,-73.88948360296654
East New York-City Line,2026-06-03 01:00:00,0.2437883087515881,0.0952534311499943,0.010730467487044,8.045574231535826e-05,0.0005358028758276,69.0,0.0,0.0,0.0,0.0,13.0,59.0,11748.0,3689.0,64.56,0,7.18,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.670541482671624,-73.8660984119916
East New York-New Lots,2026-06-03 01:00:00,0.1938355036709646,0.1217949407350061,0.0501957828622973,8.045574231535826e-05,0.0005663608602183,106.0,0.0,0.0,0.0,0.0,14.0,81.0,7541.0,7231.0,64.76,0,7.7,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.65972834582524,-73.88804448164916
East Village,2026-06-03 01:00:00,0.2616478602192078,0.170969903522573,0.0,0.0063307149081176,0.0394031251397368,100.0,0.0,0.0,0.0,0.0,44.0,108.0,36740.0,0.0,65.14,0,5.93,Clouds,1,2,0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0,10,"CALVIN LECOMPTE, GIRL INTERRUPED, Austin Nasso","Music, Undefined, Arts & Theatre",1,40.725960111787046,-73.98209078468713
East Williamsburg,2026-06-03 01:00:00,0.2572555168024854,0.2306614312769258,0.3100092402236727,8.045574231535826e-05,0.0039718965667529,73.0,0.0,0.0,0.0,0.0,22.0,82.0,31800.0,18414.0,65.05,0,6.6,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"Gov Ball After Dark - Hot Mulligan: Presented By NÜTRL, Deer Tick, Brooklyn Guitar Festival - Friday at Warsaw","Music, Miscellaneous",1,40.71330065158463,-73.93648750230255
Eastchester-Edenwald-Baychester,2026-06-03 01:00:00,0.2077959902817723,0.132697599951637,0.3116266486997228,8.045574231535826e-05,0.0005358028758276,75.0,0.0,0.0,0.0,0.0,14.0,46.0,4981.0,6884.0,63.39,0,3.4,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.88154327236042,-73.83656888698422
Elmhurst,2026-06-03 01:00:00,0.29554933866422,0.1786639195102927,0.0,0.0391331666847201,0.2136251464380005,103.0,0.0,0.0,0.0,0.0,35.0,106.0,25921.0,0.0,64.69,0,5.59,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.73940017683468,-73.87911139714866
Far Rockaway-Bayswater,2026-06-03 01:00:00,0.1969061118514732,0.1324797726730336,0.0,0.0001335871401219,0.0008784528356341,82.0,0.0,0.0,0.0,0.0,14.0,54.0,3693.0,0.0,62.49,0,7.74,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.601698783097035,-73.75655273696088
Ferry Point Park-St. Raymond Cemetery,2026-06-03 01:00:00,0.1229888794938715,0.0497669371109224,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,64.51,0,4.72,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.816623732700656,-73.83258318886107
Financial District-Battery Park City,2026-06-03 01:00:00,0.1910081809816546,0.112211016525544,0.2676570733966071,0.077630888773079,0.0572881311586066,58.0,0.0,0.0,0.0,0.0,14.0,94.0,12592.0,7411.0,65.21,0,6.38,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"Turnpike Troubadours, The Banksy Museum New York!, Banksy Museum - Flexiticket","Music, Arts & Theatre, Miscellaneous",1,40.708080583347204,-74.0102243955477
Flatbush,2026-06-03 01:00:00,0.2696794094150969,0.1055979709943048,0.2814723118503671,0.0004317303701407,0.0016308347228094,76.0,0.0,0.0,0.0,0.0,31.0,85.0,13188.0,8780.0,64.96,0,7.72,Clear,1,2,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,10,"Kevin Langue, The Avett Brothers w/ Mike Patton, Jill Scott - To Whom This May Concern Tour","Arts & Theatre, Music, Undefined",1,40.64066822775991,-73.9563896274188
Flatbush (West)-Ditmas Park-Parkville,2026-06-03 01:00:00,0.2042924388175174,0.1286001762542521,0.0,0.0026300641991806,0.0023673449061772,30.0,0.0,0.0,0.0,0.0,11.0,84.0,14824.0,0.0,64.96,0,8.12,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"Kevin Langue, The Avett Brothers w/ Mike Patton, Jill Scott - To Whom This May Concern Tour","Arts & Theatre, Music, Undefined",1,40.63652766524133,-73.96618972775504
Flatlands,2026-06-03 01:00:00,0.1739139889170529,0.0952941953647198,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,3.0,44.0,0.0,0.0,64.9,0,8.19,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.62627575839075,-73.93009706238179
Flushing Meadows-Corona Park,2026-06-03 01:00:00,0.2996771106226363,0.1748972520304766,0.2557733018073068,0.0102948282856658,0.0701395196780235,10.0,0.0,0.0,0.0,0.0,5.0,7.0,31537.0,10063.0,64.45,0,6.08,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"New York Mets vs. St. Louis Cardinals, New York Mets vs St. Louis Cardinals: Mets Soccer Jersey, NYNJ WC26 Queens Match Viewing: MEX V RSA","Sports, Music",1,40.74055152869226,-73.84077358760312
Flushing-Willets Point,2026-06-03 01:00:00,0.2672619813836093,0.1958542984190324,0.494052869472404,0.0119733400761549,0.1617871978085543,68.0,0.0,0.0,0.0,0.0,6.0,34.0,51678.0,10277.0,64.72,0,5.61,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,"Noah Kahan: The Great Divide Tour , Fuerza Regida: This Is Our Dream Stadium Tour 2026, My Chemical Romance The Black Parade 2026","Music, Sports",1,40.76021376909823,-73.83158372035601
Fordham Heights,2026-06-03 01:00:00,0.2901880403745585,0.0776782519283368,0.0,8.045574231535826e-05,0.0005358028758276,71.0,0.0,0.0,0.0,0.0,26.0,70.0,12250.0,0.0,64.2,0,3.51,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,"Fordham Rams Football vs. Colgate University Raiders Football, Fordham Rams Football vs. Stony Brook Seawolves Football, Fordham Rams Football vs. Richmond Spiders Football",Sports,1,40.858733222655715,-73.8991281067032
Forest Hills,2026-06-03 01:00:00,0.2348261198205214,0.1362407703510624,0.1901888692526784,0.0003877999910367,0.0021587528841573,48.0,0.0,0.0,0.0,0.0,22.0,87.0,16993.0,1480.0,64.47,0,6.08,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"21st Anniversary of ""I'm Wide Awake..."" and ""Digital Ash..."", Bright Eyes w/ Built To Spill, Dave Matthews Band","Music, Undefined",1,40.72145610083221,-73.84767786456175
Forest Park,2026-06-03 01:00:00,0.1404388374496688,0.0517860057807843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,64.29,0,6.6,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.7020761728357,-73.853460328789
Fort Greene,2026-06-03 01:00:00,0.1739341084105126,0.1903264541160013,0.2800184894445418,0.0068154581405215,0.0459480429706818,43.0,0.0,0.0,0.0,0.0,10.0,41.0,17448.0,5789.0,65.01,0,6.49,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"Trap Karaoke: Brooklyn, Lunar Sway by Nick Butler, Carin Leon - De Sonora Para El Mundo Tour 2026","Music, Film, Miscellaneous",1,40.691169808847924,-73.97436136225458
Fort Hamilton,2026-06-03 01:00:00,0.1415935879701409,0.0529271065611739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.78,0,8.37,Clear,1,2,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40.60815363955855,-74.0277492302153
Fort Totten,2026-06-03 01:00:00,0.1415935879701409,0.0529271065611739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.32,0,5.21,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.79160710553049,-73.77671268965855
Fresh Meadows-Utopia,2026-06-03 01:00:00,0.1537448516957785,0.0575920876652919,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,63.05,0,5.97,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"NYCFC II vs. Carolina Core FC, NYCFC II vs. Chattanooga FC, NYCFC II vs. Philadelphia Union II",Sports,1,40.7349259706951,-73.78624442190656
Freshkills Park (North),2026-06-03 01:00:00,0.1415935879701409,0.0534352820878299,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.36,0,6.31,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.58285285812305,-74.17854034290741
East Flatbush-Remsen Village,2026-06-03 01:00:00,0.1755243954391592,0.1108999362218939,0.0904918198239814,0.0,0.0,51.0,0.0,0.0,0.0,0.0,7.0,31.0,0.0,2846.0,64.89,0,7.76,Clear,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.65621679987689,-73.91916967036771
Yankee Stadium-Macombs Dam Park,2026-06-03 01:00:00,0.1449372083460496,0.0591402774240549,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,64.45,0,4.0,Clouds,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"New York Yankees v. Boston Red Sox * Premium Seating *, New York Yankees vs. Boston Red Sox, Pinstripe Pass * New York Yankees v. Boston Red Sox",Sports,1,40.82998285746172,-73.92639011801216
