ntaname,prediction_time,prob_active_noise_next_2h,prob_active_complaints_next_2h,prob_high_traffic_volume_next_2h,prob_active_subway_ridership_next_2h,prob_active_subway_transfers_next_2h,crime_last_7d,crashes_last_7d,persons_injured_last_7d,pedestrians_injured_last_7d,cyclists_injured_last_7d,noise_last_24h,complaints_last_24h,subway_ridership_last_24h,traffic_volume_last_24h,temp_f,precip_prob,wind_mph,weather_main,hour,day_of_week,is_weekend
Allerton,2026-06-03 01:00:00,0.14872799513763624,0.09511003220936201,0.0,8.045574231535826e-05,0.0005358028758276666,53.0,0.0,0.0,0.0,0.0,5.0,27.0,3315.0,0.0,63.61,0,3.67,Clouds,1,2,0
Murray Hill-Kips Bay,2026-06-03 01:00:00,0.2774271992926223,0.18361975173704387,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,26.0,89.0,0.0,0.0,65.1,0,5.37,Clouds,1,2,0
New Dorp-Midland Beach,2026-06-03 01:00:00,0.1668100948225117,0.11446635097057922,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,11.0,47.0,0.0,0.0,63.61,0,7.63,Clouds,1,2,0
New Springville-Willowbrook-Bulls Head-Travis,2026-06-03 01:00:00,0.1600845570051826,0.09242411147821247,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,5.0,35.0,0.0,0.0,63.61,0,5.88,Clouds,1,2,0
North Corona,2026-06-03 01:00:00,0.15429266510376155,0.08589896846341141,0.0,8.045574231535826e-05,0.0005358028758276666,36.0,0.0,0.0,0.0,0.0,6.0,28.0,11115.0,0.0,64.63,0,5.59,Clouds,1,2,0
Norwood,2026-06-03 01:00:00,0.21658605338285833,0.10159257113407869,0.0,0.00016445071404615018,0.003260745703052459,79.0,0.0,0.0,0.0,0.0,16.0,64.0,11698.0,0.0,63.68,0,3.22,Clouds,1,2,0
Oakland Gardens-Hollis Hills,2026-06-03 01:00:00,0.1553925282123781,0.05098199111437407,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,62.11,0,5.79,Clear,1,2,0
Oakwood-Richmondtown,2026-06-03 01:00:00,0.14322689792435245,0.07181703555321203,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,26.0,0.0,0.0,63.64,0,7.63,Clouds,1,2,0
Ocean Hill,2026-06-03 01:00:00,0.24118962145021566,0.09579672560133905,0.24599122772777934,0.0017097249916272444,0.024098520259464705,78.0,0.0,0.0,0.0,0.0,20.0,58.0,15286.0,2613.0,64.72,0,7.2,Clear,1,2,0
Old Astoria-Hallets Point,2026-06-03 01:00:00,0.1425587878532365,0.09500459151525856,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,5.0,29.0,0.0,0.0,64.99,0,4.94,Clouds,1,2,0
Ozone Park,2026-06-03 01:00:00,0.14681359453988937,0.08261339368076771,0.0,0.00010336015504656637,0.0010112670457775024,19.0,0.0,0.0,0.0,0.0,4.0,22.0,11004.0,0.0,64.4,0,7.14,Clear,1,2,0
Ozone Park (North),2026-06-03 01:00:00,0.16487745931437092,0.10551034041585719,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,4.0,31.0,0.0,0.0,64.4,0,7.14,Clear,1,2,0
Park Slope,2026-06-03 01:00:00,0.18554023817805027,0.1864644663344514,0.21990836973419706,0.06548681364786918,0.038779227416041916,51.0,0.0,0.0,0.0,0.0,15.0,87.0,57964.0,11815.0,64.87,0,7.09,Clouds,1,2,0
Murray Hill-Broadway Flushing,2026-06-03 01:00:00,0.1269848773347601,0.13051890891001777,0.31668319439709286,0.0,0.0,23.0,0.0,0.0,0.0,0.0,7.0,57.0,0.0,3754.0,63.52,0,5.61,Clouds,1,2,0
Parkchester,2026-06-03 01:00:00,0.13615430862314518,0.06917383583727596,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,64.38,0,4.25,Clouds,1,2,0
Pelham Bay-Country Club-City Island,2026-06-03 01:00:00,0.1805187636198414,0.11343727741806066,0.0,0.0004317303701407062,0.0016308347228094077,34.0,0.0,0.0,0.0,0.0,8.0,41.0,7448.0,0.0,63.59,0,3.96,Clouds,1,2,0
Pelham Gardens,2026-06-03 01:00:00,0.1164345848470691,0.10249872996048705,0.28736132909528805,8.045574231535826e-05,0.0005358028758276666,21.0,0.0,0.0,0.0,0.0,4.0,32.0,5482.0,7551.0,63.39,0,3.8,Clouds,1,2,0
Pelham Parkway-Van Nest,2026-06-03 01:00:00,0.3374279192773455,0.3276977156620993,0.0338362367391445,8.045574231535826e-05,0.0005358028758276666,43.0,0.0,0.0,0.0,0.0,22.0,51.0,5098.0,18309.0,64.24,0,3.67,Clouds,1,2,0
Pomonok-Electchester-Hillcrest,2026-06-03 01:00:00,0.5480138748976182,0.3334473053256165,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,48.0,86.0,0.0,0.0,63.23,0,6.04,Clear,1,2,0
Port Richmond,2026-06-03 01:00:00,0.1517265230303923,0.0922543831392975,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,0.0,64.56,0,6.55,Clouds,1,2,0
Prospect Heights,2026-06-03 01:00:00,0.2678830391731709,0.23078078245811792,0.0,8.045574231535826e-05,0.0005358028758276666,20.0,0.0,0.0,0.0,0.0,17.0,53.0,7914.0,0.0,64.83,0,7.09,Clouds,1,2,0
Prospect Lefferts Gardens-Wingate,2026-06-03 01:00:00,0.2621623659080394,0.14062486314543354,0.0028354934748017328,8.045574231535826e-05,0.0005663608602183528,44.0,0.0,0.0,0.0,0.0,20.0,79.0,8552.0,6624.0,64.9,0,7.72,Clear,1,2,0
Prospect Park,2026-06-03 01:00:00,0.14055949976186452,0.050206010535287386,0.0,8.045574231535826e-05,0.0005358028758276666,4.0,0.0,0.0,0.0,0.0,1.0,6.0,3548.0,0.0,64.69,0,7.63,Clear,1,2,0
Queens Village,2026-06-03 01:00:00,0.2022809195668126,0.12294736155534423,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,13.0,43.0,0.0,0.0,62.2,0,6.15,Clear,1,2,0
Queensboro Hill,2026-06-03 01:00:00,0.12036881726484931,0.055769781458849345,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,0.0,64.04,0,5.61,Clouds,1,2,0
Queensbridge-Ravenswood-Dutch Kills,2026-06-03 01:00:00,0.2723043754839521,0.19280613880382977,0.0,0.00414566450716513,0.03613880525484004,74.0,0.0,0.0,0.0,0.0,24.0,98.0,24215.0,0.0,65.28,0,5.46,Clouds,1,2,0
Randall's Island,2026-06-03 01:00:00,0.15202082570842199,0.055840223654346204,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,64.9,0,5.03,Clouds,1,2,0
Pelham Bay Park,2026-06-03 01:00:00,0.1415935879701409,0.053435282087829925,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.59,0,3.96,Clouds,1,2,0
Mount Olivet & All Faiths Cemeteries,2026-06-03 01:00:00,0.14114259010920532,0.05230881671237678,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,64.49,0,6.64,Clouds,1,2,0
Mount Hope,2026-06-03 01:00:00,0.28743646953138363,0.14438026892505035,0.0,8.045574231535826e-05,0.0005358028758276666,106.0,0.0,0.0,0.0,0.0,47.0,81.0,9483.0,0.0,64.35,0,3.51,Clouds,1,2,0
Mount Eden-Claremont (West),2026-06-03 01:00:00,0.22431761780565115,0.10525290558961894,0.0,8.045574231535826e-05,0.0005358028758276666,128.0,0.0,0.0,0.0,0.0,31.0,76.0,8947.0,0.0,64.33,0,4.0,Clouds,1,2,0
Kew Gardens Hills,2026-06-03 01:00:00,0.1356994472010267,0.10670267800900703,0.16402368996536162,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,4372.0,63.95,0,6.04,Clear,1,2,0
Kingsbridge Heights-Van Cortlandt Village,2026-06-03 01:00:00,0.24591283412453355,0.1811336729359818,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,17.0,55.0,0.0,0.0,63.84,0,3.06,Clouds,1,2,0
Kingsbridge-Marble Hill,2026-06-03 01:00:00,0.2059003752290785,0.07807469336431158,0.0,0.00013358714012196037,0.0008784528356341989,55.0,0.0,0.0,0.0,0.0,10.0,50.0,11283.0,0.0,64.04,0,3.06,Clouds,1,2,0
Kissena Park,2026-06-03 01:00:00,0.14043883744966887,0.05178600578078433,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,63.37,0,5.61,Clouds,1,2,0
LaGuardia Airport,2026-06-03 01:00:00,0.15464344554697002,0.056562213138162634,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,64.78,0,5.1,Clouds,1,2,0
Laurelton,2026-06-03 01:00:00,0.1696853696383211,0.09003925556057245,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,62.29,0,6.53,Clear,1,2,0
Lincoln Terrace Park,2026-06-03 01:00:00,0.1415935879701409,0.05292710656117391,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.87,0,7.2,Clear,1,2,0
Long Island City-Hunters Point,2026-06-03 01:00:00,0.13496989750346813,0.1836734741922835,0.1807340067580367,0.020071133222491676,0.23337730168379955,36.0,0.0,0.0,0.0,0.0,8.0,111.0,37434.0,5054.0,65.35,0,5.46,Clouds,1,2,0
Longwood,2026-06-03 01:00:00,0.22524654535201333,0.09792460820499609,0.0,0.00016445071404615018,0.00712213164698614,80.0,0.0,0.0,0.0,0.0,24.0,66.0,10099.0,0.0,64.53,0,4.0,Clouds,1,2,0
Lower East Side,2026-06-03 01:00:00,0.15548134458811214,0.09710063112687532,0.29612107695004825,0.0069751372783525304,0.028250892811801875,86.0,0.0,0.0,0.0,0.0,37.0,65.0,47807.0,47729.0,65.14,0,5.93,Clouds,1,2,0
Madison,2026-06-03 01:00:00,0.1604416967609263,0.05815960589790917,0.0,0.0004317303701407062,0.0016308347228094077,16.0,0.0,0.0,0.0,0.0,4.0,30.0,16639.0,0.0,64.89,0,8.63,Clear,1,2,0
Manhattanville-West Harlem,2026-06-03 01:00:00,0.18283396752172396,0.08347795571152557,0.0,8.045574231535826e-05,0.0005358028758276666,38.0,0.0,0.0,0.0,0.0,10.0,71.0,12681.0,0.0,64.53,0,4.41,Clouds,1,2,0
Mapleton-Midwood (West),2026-06-03 01:00:00,0.17137989856654048,0.07881346947057925,0.0,8.045574231535826e-05,0.0005358028758276666,26.0,0.0,0.0,0.0,0.0,0.0,39.0,3347.0,0.0,64.87,0,8.12,Clear,1,2,0
Marine Park-Mill Basin-Bergen Beach,2026-06-03 01:00:00,0.1774462409007426,0.09839685367115651,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,6.0,44.0,0.0,0.0,64.85,0,8.21,Clear,1,2,0
Marine Park-Plumb Island,2026-06-03 01:00:00,0.1436580874346007,0.053014338832533044,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,64.81,0,8.66,Clear,1,2,0
Mariner's Harbor-Arlington-Graniteville,2026-06-03 01:00:00,0.14847524704808066,0.09940654678862895,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,3.0,27.0,0.0,0.0,64.2,0,6.55,Clouds,1,2,0
Maspeth,2026-06-03 01:00:00,0.18097126010120065,0.23446531991581637,0.49040695625551706,0.0,0.0,26.0,0.0,0.0,0.0,0.0,7.0,80.0,0.0,8732.0,64.65,0,6.06,Clouds,1,2,0
McGuire Fields,2026-06-03 01:00:00,0.14043883744966887,0.05178600578078433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,64.74,0,8.66,Clear,1,2,0
Melrose,2026-06-03 01:00:00,0.2333983090225446,0.10121849287341703,0.0,0.00013358714012196037,0.0008784528356341989,109.0,0.0,0.0,0.0,0.0,17.0,62.0,16887.0,0.0,64.6,0,4.52,Clouds,1,2,0
Middle Village,2026-06-03 01:00:00,0.15508444562826088,0.098855243789343,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,6.0,43.0,0.0,0.0,64.56,0,6.08,Clouds,1,2,0
Midtown South-Flatiron-Union Square,2026-06-03 01:00:00,0.2499934133148291,0.16332376985764585,0.0,0.1327946522247617,0.1970752181109188,135.0,0.0,0.0,0.0,0.0,13.0,97.0,238587.0,0.0,65.14,0,5.93,Clouds,1,2,0
Midtown-Times Square,2026-06-03 01:00:00,0.3045775585021523,0.22661465369619635,0.0,0.12743947258948835,0.1857437212773871,260.0,0.0,0.0,0.0,0.0,20.0,120.0,124992.0,0.0,64.98,0,5.37,Clouds,1,2,0
Midwood,2026-06-03 01:00:00,0.16100142391795422,0.1745521344588953,0.0026955118767458463,8.045574231535826e-05,0.0005663608602183528,34.0,0.0,0.0,0.0,0.0,6.0,46.0,10596.0,6267.0,64.9,0,8.19,Clear,1,2,0
Morningside Heights,2026-06-03 01:00:00,0.23143066781295063,0.07018028119440667,0.0,0.004208652294191631,0.10801052652189726,26.0,0.0,0.0,0.0,0.0,1.0,17.0,34442.0,0.0,64.72,0,4.41,Clouds,1,2,0
Morris Park,2026-06-03 01:00:00,0.13115059828911524,0.10244175904714088,0.005503894285447297,8.045574231535826e-05,0.0005358028758276666,36.0,0.0,0.0,0.0,0.0,3.0,33.0,2000.0,3411.0,63.54,0,3.8,Clouds,1,2,0
Morrisania,2026-06-03 01:00:00,0.19687372667587202,0.17158787742474016,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,12.0,60.0,0.0,0.0,64.42,0,4.0,Clouds,1,2,0
Mott Haven-Port Morris,2026-06-03 01:00:00,0.22478903055116478,0.21761251079342583,0.007394832282758958,8.045574231535826e-05,0.0023377637738239807,178.0,0.0,0.0,0.0,0.0,20.0,74.0,18207.0,25600.0,64.67,0,4.52,Clouds,1,2,0
Rego Park,2026-06-03 01:00:00,0.144844493344861,0.053076365252602294,0.0,8.045574231535826e-05,0.0005358028758276666,16.0,0.0,0.0,0.0,0.0,3.0,21.0,10408.0,0.0,64.58,0,6.08,Clouds,1,2,0
Kew Gardens,2026-06-03 01:00:00,0.13547732177305746,0.08138144323477886,0.0,8.045574231535826e-05,0.0005358028758276666,20.0,0.0,0.0,0.0,0.0,6.0,16.0,7794.0,0.0,64.17,0,6.6,Clear,1,2,0
Richmond Hill,2026-06-03 01:00:00,0.14030677048754922,0.09750689105975374,0.0,8.045574231535826e-05,0.0005663608602183528,38.0,0.0,0.0,0.0,0.0,5.0,40.0,4853.0,0.0,64.26,0,6.6,Clear,1,2,0
Riverdale-Spuyten Duyvil,2026-06-03 01:00:00,0.22519545442992375,0.18793992906276252,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,15.0,55.0,0.0,0.0,63.73,0,2.66,Clouds,1,2,0
Tremont,2026-06-03 01:00:00,0.26438950984284276,0.1567817103390475,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,19.0,61.0,0.0,0.0,64.26,0,3.67,Clouds,1,2,0
Tribeca-Civic Center,2026-06-03 01:00:00,0.2140820794936112,0.11016576629935783,0.0,0.022897122372773762,0.031017113397430615,84.0,0.0,0.0,0.0,0.0,12.0,71.0,93091.0,0.0,65.41,0,5.79,Clouds,1,2,0
United Nations,2026-06-03 01:00:00,0.1224499008167304,0.06041484770275302,0.03040290424756036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3923.0,65.1,0,5.37,Clouds,1,2,0
University Heights (North)-Fordham,2026-06-03 01:00:00,0.24818461492446028,0.11134519446907103,0.0,0.00010336015504656637,0.0010112670457775024,67.0,0.0,0.0,0.0,0.0,14.0,63.0,6619.0,0.0,64.2,0,3.51,Clouds,1,2,0
University Heights (South)-Morris Heights,2026-06-03 01:00:00,0.31431966484250234,0.10598966839188875,0.0,8.045574231535826e-05,0.0005358028758276666,96.0,0.0,0.0,0.0,0.0,41.0,108.0,9832.0,0.0,64.26,0,3.51,Clouds,1,2,0
Upper East Side-Carnegie Hill,2026-06-03 01:00:00,0.17281399420596547,0.08446896832843498,0.0,0.1493490179235996,0.379867675191953,48.0,0.0,0.0,0.0,0.0,6.0,67.0,111744.0,0.0,64.94,0,4.94,Clouds,1,2,0
Upper East Side-Lenox Hill-Roosevelt Island,2026-06-03 01:00:00,0.20282723483013823,0.1255281057567303,0.0,8.045574231535826e-05,0.000994527490578711,33.0,0.0,0.0,0.0,0.0,16.0,48.0,34990.0,0.0,64.94,0,4.94,Clouds,1,2,0
Upper East Side-Yorkville,2026-06-03 01:00:00,0.16778315919586453,0.09671497940479176,0.0,8.045574231535826e-05,0.0005663608602183528,36.0,0.0,0.0,0.0,0.0,12.0,55.0,19876.0,0.0,64.99,0,4.94,Clouds,1,2,0
Upper West Side (Central),2026-06-03 01:00:00,0.18110686523251782,0.21656271793924495,0.2614921531659022,0.009212162350143565,0.04522460323585489,59.0,0.0,0.0,0.0,0.0,15.0,58.0,43319.0,9801.0,65.1,0,4.83,Clouds,1,2,0
Upper West Side-Lincoln Square,2026-06-03 01:00:00,0.2918445713252335,0.11974085551177885,0.26373394448118453,0.09361815655905087,0.22990963694892858,67.0,0.0,0.0,0.0,0.0,37.0,79.0,95719.0,3858.0,65.17,0,4.83,Clouds,1,2,0
Upper West Side-Manhattan Valley,2026-06-03 01:00:00,0.28855399821774314,0.10633531714192328,0.0,0.00010336015504656637,0.0010112670457775024,66.0,0.0,0.0,0.0,0.0,7.0,39.0,23263.0,0.0,64.65,0,4.29,Clouds,1,2,0
Van Cortlandt Park,2026-06-03 01:00:00,0.1436580874346007,0.05352251435918906,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,63.57,0,3.22,Clouds,1,2,0
Tottenville-Charleston,2026-06-03 01:00:00,0.15950405689918082,0.06917719251590894,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,62.44,0,5.68,Clouds,1,2,0
Wakefield-Woodlawn,2026-06-03 01:00:00,0.22723224576742168,0.19020523365101188,0.0032173831418096906,0.00010336015504656637,0.0010112670457775024,83.0,0.0,0.0,0.0,0.0,20.0,81.0,4282.0,9596.0,63.7,0,3.0,Clouds,1,2,0
Washington Heights (South),2026-06-03 01:00:00,0.34749686998183843,0.2257454401326082,0.0,8.045574231535826e-05,0.005441534544469874,102.0,0.0,0.0,0.0,0.0,69.0,139.0,33323.0,0.0,64.49,0,3.89,Clouds,1,2,0
West Farms,2026-06-03 01:00:00,0.1689543068756713,0.09771786836523373,0.2599421133067281,0.0003877999910367818,0.018215400455907495,38.0,0.0,0.0,0.0,0.0,9.0,34.0,7918.0,2051.0,64.38,0,4.14,Clouds,1,2,0
West New Brighton-Silver Lake-Grymes Hill,2026-06-03 01:00:00,0.17014640394158032,0.10239999400752235,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,3.0,34.0,0.0,0.0,64.09,0,7.0,Clouds,1,2,0
